index,prediction
92794,"120mm, 210mm"
92795,"120mm, 210mm"
92796,"18m, 9m, 16cm, 8 m"
92797,"8cm, 3.14inch"
92798,"8cm, 3.14inch"
92799,"8cm, 3.14inch"
92800,"18cm, 28cm, 374 feet"
92801,"49 cm, 17 cm, 55 cm, 49 cm, 8 cm"
92802,
92803,
92804,
92805,
92806,
92807,"210mm, 3mm"
92808,"5.31in, 4cm, 1.57 in, 9.7cm, 3.82in"
92809,20cm
92810,20cm
92811,20cm
92812,
92813,"6.3cm, 2.48in, 16.5cm, 6.49in, 14.8cm, 5.82in, 4.5cm, 1.77in, 74.33in"
92814,"8 in, 1 cm"
92815,"1.9cm, 1.7cm, 1.8cm"
92816,20.5cm
92817,20.5cm
92818,"6 in, 9.4 in, 7 in, 2.75 in"
92819,"6 in, 9.4 in, 7 in, 2.75 in"
92820,"6 in, 9.4 in, 7 in, 2.75 in"
92821,"0.9in, 0.9in, 0.9in, 13.28in, 11.42in, 9.45in, 3.15in, 3.15in, 3.15in"
92822,"0.9in, 0.9in, 0.9in, 13.28in, 11.42in, 9.45in, 3.15in, 3.15in, 3.15in"
92823,"12 cm, 27 cm"
92824,"12 cm, 27 cm"
92825,"9.5cm, 12cm"
92826,7.9in
92827,7.9in
92828,"03.15inch, 8cm, 2.16inch, 5.5cm"
92829,5.4cm
92830,5.4cm
92831,10 in
92832,10 in
92833,10 in
92834,"300 mm, 300 mm, 21 mm"
92835,150cm
92836,171g
92837,171g
92838,"2.9 inch, 2.9inch"
92839,"2.9 inch, 2.9inch"
92840,"2.9 inch, 2.9inch"
92841,
92842,"110v, 115v"
92843,"110v, 115v"
92844,
92845,
92846,"3.2cm, 18cm, 10cm, 3.94inch, 12cm, 4.72inch, 2.95inch, 20cm, 7.87inch"
92847,18cm
92848,
92849,
92850,"2.75inch, 7cm, 2.55inch, 6.5cm"
92851,
92852,
92853,36 cm
92854,
92855,
92856,"44cm, 24cm, 27cm, 20cm, 10.6in, 6.6in, 17.3in, 7.8in, 2.7in, 9.4in, 7cm, 7cm"
92857,218 g
92858,"2.9in, 3.5in, 3.5in"
92859,"2.9in, 3.5in, 3.5in"
92860,
92861,
92862,
92863,
92864,5cm
92865,5cm
92866,5cm
92867,"6.5cm, 6.5cm"
92868,"6.5cm, 6.5cm"
92869,
92870,
92871,
92872,"47cm, 29cm"
92873,
92874,"527mm, 1047mm"
92875,"1.8 inch, 0.98 in, 1.18 in, 1.97 in"
92876,
92877,
92878,"40cm, 60cm"
92879,"2.2cm, 6.4cm, 4.8cm"
92880,"575mm, 38mm, 160mm, 23mm, 1400mm"
92881,"575mm, 38mm, 160mm, 23mm, 1400mm"
92882,"2.5inch, 9inch"
92883,17.87 inch
92884,"3cm, 9cm"
92885,"3cm, 9cm"
92886,"3cm, 9cm"
92887,35cm
92888,35cm
92889,12inch
92890,12inch
92891,"18cm, 7inch, 45cm, 17.7inch"
92892,"18cm, 7inch, 45cm, 17.7inch"
92893,"5.3in, 7.3 in, 5.1in"
92894,"16m, 5cm, 2m, 2yard, 2m, 2m, 2yard, 2m, 2yard, 2m, 2m, 2m, 2m"
92895,"16m, 5cm, 2m, 2yard, 2m, 2m, 2yard, 2m, 2yard, 2m, 2m, 2m, 2m"
92896,"16m, 5cm, 2m, 2yard, 2m, 2m, 2yard, 2m, 2yard, 2m, 2m, 2m, 2m"
92897,"3 in, 1.4 in"
92898,"3 in, 1.4 in"
92899,
92900,"0.43 inch, 11mm, 4 inch, 32mm, 1.77 inch, 5 inch"
92901,"35cm, 13.7in, 30cm, 11.8in, 23cm, 9in, 25.5cm"
92902,"5.5in, 14cm"
92903,5.9inch
92904,5.9inch
92905,5.9inch
92906,"08 inch, 18cm"
92907,7.2cm
92908,7.2cm
92909,
92910,
92911,"250mm, 250mm, 250mm, 250mm"
92912,"2.3cm, 11cm, 7cm"
92913,
92914,
92915,
92916,"4.3 inch, 3.2 inch"
92917,"4.3 inch, 3.2 inch"
92918,"18cm, 34 cm, 45 cm"
92919,"25.6cm, 29.6cm, 17.5cm, 14.5cm, 14.5cm, 412.5cm, 16.9cm, 20.9cm, 32.8cm, 24.2cm"
92920,"3cm, 6cm, 33cm, 15cm, 32cm"
92921,54g
92922,
92923,
92924,
92925,25mm
92926,"6 inch, 11cm, 22cm, 11cm"
92927,"90mm, 196mm"
92928,"90mm, 196mm"
92929,"90mm, 196mm"
92930,"72inch, 120mm, 50mm, 97inch, 97inch, 50mm"
92931,"25mm, 25mm"
92932,35cm
92933,35cm
92934,35cm
92935,"12cm, 8cm, 5.2cm"
92936,
92937,"9cm, 3.54in, 21cm, 8.26in"
92938,"9cm, 3.54in, 21cm, 8.26in"
92939,4.5cm
92940, ml
92941,"65cm, 25.5in"
92942,"65cm, 25.5in"
92943,"65cm, 25.5in"
92944,"50cm, 50cm"
92945,"50cm, 50cm"
92946,"50cm, 50cm"
92947,"3.5inch, 9cm, 5cm"
92948,"23.5cm, 17.5cm, 49.5cm, 9.2cm, 8cm"
92949,9cm
92950,9cm
92951,"2.5cm, 12cm, 22cm"
92952,"4.6cm, 4.6cm, 4.6cm"
92953,"4.6cm, 4.6cm, 4.6cm"
92954,
92955,
92956,"10 inch, 2.5 inch"
92957,"3.93inch, 3.15inch, 5.51inch, 0.59inch"
92958,7 in
92959,4.2 inch
92960,"5.1 inch, 3 inch, 7.3 inch"
92961,"23.6in, 40cm, 15.7in, 70cm, 27.6in"
92962,800 lbs
92963,"3.1 in, 5.9 in, 5.5 in"
92964,"2.5 inch, 1.7 inch, 4.3 inch, 3.3 inch, 7 inch, 2.5 inch, 6.3 inch, 1.7 inch"
92965,"2.5 inch, 1.7 inch, 4.3 inch, 3.3 inch, 7 inch, 2.5 inch, 6.3 inch, 1.7 inch"
92966,"62 cm, 7 inch, 40 cm, 4 inch, 91cm"
92967,"12in, 3in"
92968,
92969,
92970,
92971,"14.5cm, 24.8 cm, 29 cm"
92972,"14.5cm, 24.8 cm, 29 cm"
92973,"27cm, 10.6in, 32cm, 12.6in"
92974,"27cm, 10.6in, 32cm, 12.6in"
92975,"95mm, 3.7in, 40mm, 1.57in, 60mm, 135mm, 5.31in, 80mm, 3.14in, 1.97in, 1.5 inch, 37 mm, 1.4 inch, 36 mm"
92976,
92977,"25cm, 9.8in, 31.5in, 80cm"
92978,
92979,
92980,
92981,0 in
92982,"8.66in, 22cm, 5.31in"
92983,
92984,
92985,
92986,
92987,
92988,"210mm, 100mm"
92989,
92990,
92991,"7.1cm, 2.79in, 8.1cm, 8in"
92992,"24.5cm, 4.6cm, 14.5cm"
92993,22.5cm
92994,22.5cm
92995,22.5cm
92996,76 cm
92997,"2.5in, 2.8in, 1.8in"
92998,"2.5in, 2.8in, 1.8in"
92999,
93000,
93001,
93002,"5 cm, 60 cm, 100 cm"
93003,"5 cm, 60 cm, 100 cm"
93004,"5 cm, 60 cm, 100 cm"
93005,"2cm, 29cm, 10cm, 60cm, 4cm"
93006,
93007,"85cm, 65cm, 260cm"
93008,"85cm, 65cm, 260cm"
93009,
93010,"5.5 inch, 4.5 inch"
93011,"5.5 inch, 4.5 inch"
93012,"7 cm, 2 cm, 0 cm, 5 cm, 0 cm, 0 cm, 2 cm"
93013,
93014,
93015,"5in, 1 in"
93016,"5in, 1 in"
93017,
93018,
93019,
93020,"2.95inch, 7.5cm"
93021,"2.95inch, 7.5cm"
93022,"5.9 inch, 6.4 inch"
93023,"35.9 lbs, 16.3 kg"
93024,"1.3inch, 0.65inch"
93025,
93026,
93027,
93028,"72in, 96in, 2in, 39in, 47in"
93029,"57mm, 2.24in, 55in"
93030,"57mm, 2.24in, 55in"
93031,"6cm, 2.36in, 5.5cm, 2.16in, 12cm, 4.72in, 9cm, 3.54in"
93032,"15cm, 5.91in, 37cm, 14.57in"
93033,"15cm, 5.91in, 37cm, 14.57in"
93034,
93035,"6mm, 490mm, 265mm"
93036,"30cm, 40cm, 4.3cm"
93037,"16.5inch, 12.9inch, 4.5inch"
93038,"23 cm, 5 cm"
93039,"25cm, 24cm"
93040,"25cm, 24cm"
93041,"2.75in, 7cm, 10.4in, 4.72in, 12cm, 2.75in, 9.2in, 6.5in"
93042,118mm
93043,118mm
93044,118mm
93045,"50 cm, 80 cm"
93046,
93047,
93048,
93049,
93050,"4.33 in, 11 cm, 6.89 in, 23.5 cm"
93051,
93052,"4.05inch, 19.8inch, 9.8inch"
93053,
93054,"36 in, 77.9 in"
93055,"36 in, 77.9 in"
93056,"36 in, 77.9 in"
93057,"14.5cm, 5.7in, 8mm, 50mm"
93058,"14.5cm, 5.7in, 8mm, 50mm"
93059,"1.77in, 3.94in, 220mm, 8.66in"
93060,"21cm, 4in, 84in"
93061,120cm
93062,4 inch
93063,4 inch
93064,4 inch
93065,
93066,
93067,
93068,"0.59inch, 1.77inch"
93069,"0.59inch, 1.77inch"
93070,16cm
93071,"50cm, 3cm, 9cm"
93072,"50cm, 3cm, 9cm"
93073,
93074,"17.78cm, 11.9cm"
93075,"17.78cm, 11.9cm"
93076,
93077,
93078,
93079,"45cm, 96cm, 26cm, 50cm, 40cm"
93080,
93081,
93082,
93083,"3ft, 150cm"
93084,29cm
93085,29cm
93086,19.5cm
93087,19.5cm
93088,19.5cm
93089,
93090,
93091,
93092,1 inch
93093,1 inch
93094,1 inch
93095,"27cm, 10.62in"
93096,"27cm, 10.62in"
93097,
93098,"18cm, 14cm, 21cm"
93099,40 kg
93100,40 kg
93101,
93102,
93103,"22mm, 232mm, 61mm"
93104,"47cm, 47cm, 6.5cm"
93105,"39cm, 95cm"
93106,24v
93107,24v
93108,3cm
93109,"7.9in, 20cm, 9.1 in, 23 cm, 13cm, 13in, 33 cm"
93110,
93111,9 cm
93112,
93113,
93114,"64.5 inch, 12.2 inch, 11.0 inch"
93115,
93116,
93117,"16.5in, 42cm, 30.3in, 77cm, 18.3in, 46.5cm, 18.3in, 19.7in, 19.3in, 49cm"
93118,"14mm, 1mm"
93119,"14mm, 1mm"
93120,"6.7cm, 6.7cm, 2.63in, 4.3cm, 1.69in, 4.3cm, 5.5cm, 6.7cm, 2.16in, 2.5cm, 0.98in, 4.3cm, 1.69in"
93121,
93122,
93123,"9.25cm, 6.6cm"
93124,28cm
93125,28cm
93126, ml
93127,"150mm, 40mm, 5.9in, 1.6in"
93128,"150mm, 40mm, 5.9in, 1.6in"
93129,"5.5cm, 18cm, 7.3cm"
93130,22mm
93131,
93132,"6 inch, 8 inch, 8 inch, 15 inch, 10 inch, 10 inch"
93133,12in
93134,12in
93135,
93136,
93137,
93138,"70g, 2.47oz"
93139,"5 in, 5 in, 110cm, 40cm"
93140,"5 in, 5 in, 110cm, 40cm"
93141,5.4cm
93142,5.4cm
93143,
93144,6.5ft
93145,
93146,
93147,
93148,"12.1cm, 20.8 cm, 24.8 cm"
93149,"60 cm, 120 cm, 23.6inch"
93150,9cm
93151,"275 lbs, 124.74 kg"
93152,"17cm, 12cm"
93153,"17cm, 12cm"
93154,"17cm, 12cm"
93155,"30in, 33in, 43in, 45in, 30in, 33in"
93156,"30in, 33in, 43in, 45in, 30in, 33in"
93157,"39cm, 15.4in, 97cm, 38in, 65cm, 25.6in"
93158,"39cm, 15.4in, 97cm, 38in, 65cm, 25.6in"
93159,7 inch
93160,7 inch
93161,7 inch
93162,"35cm, 8in, 1in, 35cm, 145cm"
93163,
93164,
93165,
93166,"40cm, 8.5cm"
93167,"40cm, 8.5cm"
93168,
93169,"330mm, 260mm"
93170,"330mm, 260mm"
93171,"10 cm, 5 cm, 15 cm, 20 cm"
93172,"9.84in, 25cm, 7.28in, 13cm"
93173,"9.84in, 25cm, 7.28in, 13cm"
93174,"14inch, 10.6inch, 27cm"
93175,"14inch, 10.6inch, 27cm"
93176,
93177,60   inch
93178,"20cm, 7.87in"
93179,"20cm, 7.87in"
93180,"11inch, 2.2inch"
93181,"11inch, 2.2inch"
93182,"11inch, 2.2inch"
93183,"0.4cm, 29mm"
93184,"0.4cm, 29mm"
93185,
93186,
93187,16cm
93188,16cm
93189,
93190,"9.8in, 25cm, 720mm, 28.3in, 730mm, 28.7in, 750mm, 790mm, 31.1in, 800mm, 850mm, 33.5in, 6cm, 890mm, 35in, 35.4in, 950mm, 37.4in, 990mm, 39in, 24cm, 39.4in, 9.4in, 43.3in, 24cm, 9.4in, 4in"
93191,"9.8in, 25cm, 720mm, 28.3in, 730mm, 28.7in, 750mm, 790mm, 31.1in, 800mm, 850mm, 33.5in, 6cm, 890mm, 35in, 35.4in, 950mm, 37.4in, 990mm, 39in, 24cm, 39.4in, 9.4in, 43.3in, 24cm, 9.4in, 4in"
93192,"43.3 in, 197 in, 5.9 in, 9 in, 12 in, 11.8 in"
93193,
93194,
93195,"32mm, 27mm, 16mm, 29mm, 4mm, 32mm, 32mm"
93196,
93197,
93198,
93199,"3.5in, 88mm"
93200,"1.97inch, 3.15inch, 2.88inch"
93201,"72 inch, 60 inch, 6 feet, 5 feet, 8inch"
93202,"72 inch, 60 inch, 6 feet, 5 feet, 8inch"
93203,"182cm, 43cm, 91cm, 5cm"
93204,"8ft, 8ft, 8ft"
93205,"32cm, 9cm, 1.6cm, 4cm, 3.8cm, 5cm"
93206,"32cm, 9cm, 1.6cm, 4cm, 3.8cm, 5cm"
93207,"2.68inch, 3.15inch, 342cm, 2.36inch, 6.5inch, 5.3inch, 3.15inch"
93208,"30cm, 30cm, 30cm"
93209,"9cm, 13.5cm"
93210,
93211,
93212,
93213,"140cm, 70cm, 35cm, 55cm"
93214,
93215,
93216,5 in
93217,5 in
93218,
93219,
93220,
93221,
93222,"31cm, 22cm"
93223,"31cm, 22cm"
93224,
93225,"13 cm, 15.8 cm, 6.3 inch, 5.1 inch"
93226,"13 cm, 15.8 cm, 6.3 inch, 5.1 inch"
93227,"13 cm, 15.8 cm, 6.3 inch, 5.1 inch"
93228,"24.8cm, 6cm, 2cm, 6cm"
93229,"6in, 2.6in, 15.7in, 40cm, 9cm"
93230,"242cm, 95.3in, 162cm, 63.8in"
93231,"5in, 19cm, 7.5in"
93232,
93233,
93234,
93235,"3.35 in, 85 mm, 7.20 in, 183 mm, 243 mm"
93236,"3inch, 3.1inch, 75mm"
93237,"3inch, 3.1inch, 75mm"
93238,"5.4cm, 2.12inch, 6.9cm, 2.71inch, 45cm, 17.71inch"
93239,"38mm, 1.50in, 93mm, 3.66in, 32mm, 1.26in"
93240,"500mm, 1200mm"
93241,"29cm, 11.41in, 6cm, 15cm, 2.36in, 5.90in"
93242,"22.5cm, 8.86in, 7.28in"
93243,
93244,72 inch
93245,72 inch
93246,"3cm, 10cm, 36cm, 7cm"
93247,
93248,
93249,6.1in
93250,6.1in
93251,
93252,
93253,
93254,
93255,
93256,
93257,"20 inch, 36inch, 91.4cm, 36 inch"
93258,"18 inch, 18 inch"
93259,"18 inch, 18 inch"
93260,"18 inch, 18 inch"
93261,
93262,
93263,"0.39 inch, 0.98inch, 1.18inch"
93264,"0.39 inch, 0.98inch, 1.18inch"
93265,12 inch
93266,12 inch
93267,12 inch
93268,"8.2cm, 5cm"
93269,"88 cm, 37.5 cm, 77.5 cm"
93270,"88 cm, 37.5 cm, 77.5 cm"
93271,
93272,"25cm, 39.5cm, 5cm, 3cm, 39.5cm"
93273,
93274,
93275,
93276,"8.5 cm, 1.5 cm, 6.5 cm, 29 cm, 25 cm, 19 cm"
93277,"8.5 cm, 1.5 cm, 6.5 cm, 29 cm, 25 cm, 19 cm"
93278,"1inch, 25mm, 25mm, 1inch, 25mm, 67mm"
93279,"1inch, 25mm, 25mm, 1inch, 25mm, 67mm"
93280,"1inch, 25mm, 25mm, 1inch, 25mm, 67mm"
93281,5.57 inch
93282,5.57 inch
93283,"8.3 cm, 2.6 cm, 1.02 inch, 13.27 inch"
93284,"46cm, 35cm, 50cm, 25cm"
93285, ml
93286,
93287,65cm
93288,"4in, 3.5cm"
93289,"3 inch, 10.3 inch, 1.5 inch, 2 inch"
93290,"3 inch, 10.3 inch, 1.5 inch, 2 inch"
93291,"3 inch, 10.3 inch, 1.5 inch, 2 inch"
93292,
93293,
93294,"5 in, 2.75 in, 8 in, 34 in, 52 in"
93295,"7 cm, 0 cm"
93296,"7 cm, 0 cm"
93297,"7 cm, 0 cm"
93298,"9.5 in, 3.2 in"
93299,"9.5 in, 3.2 in"
93300,28 cm
93301,28 cm
93302,"25.4cm, 15.2cm, 15.2cm, 13.3cm, 23.4cm"
93303,"39.2 cm, 90.7 cm, 183.2 cm"
93304,
93305,"21cm, 5cm, 2.3m"
93306,
93307,"2.55 in, 6.5 cm"
93308,"2.55 in, 6.5 cm"
93309,"40cm, 75cm"
93310,
93311,"0.43 in, 11cm, 2.2 in, 5.6 cm"
93312,"594mm, 420mm, 364mm"
93313,"5cm, 4cm"
93314,"5cm, 4cm"
93315,
93316,
93317,
93318,176 lbs
93319,"30mm, 1.18 inch, 25mm, 1 inch"
93320,"30mm, 1.18 inch, 25mm, 1 inch"
93321,"9.3in, 13in, 5.5in"
93322,"7cm, 0.65cm, 9cm, 10.8cm"
93323,"42cm, 14cm, 30cm"
93324,"13.5cm, 5.3in, 6.4cm"
93325,"13.5cm, 5.3in, 6.4cm"
93326,"13.5cm, 5.3in, 6.4cm"
93327,"51 mm, 41 mm, 51 mm, 58 mm, 280 mm, 480 mm, 65 mm"
93328,"56cm, 37cm"
93329,"2.8in, 4.6in, 5.7in, 5.7in"
93330,"58cm, 150cm, 12cm, 16cm"
93331,"154cm, 83cm, 47cm"
93332,"60mm, 236 in, 4.33 in"
93333,"25cm, 10cm"
93334,
93335,"2cm, 16cm, 16cm"
93336,"2cm, 16cm, 16cm"
93337,"120mm, 5m"
93338,"12cm, 1in"
93339,"12cm, 1in"
93340,
93341,
93342,"11.8 cm, 18 cm, 33 cm"
93343,"24mm, 25yard, 24mm"
93344,"24mm, 25yard, 24mm"
93345,"24mm, 25yard, 24mm"
93346,"60mm, 8mm, 31mm"
93347,"60mm, 8mm, 31mm"
93348,"3.15in, 5.12in"
93349,"3.15in, 5.12in"
93350,"29.5cm, 37cm, 21cm"
93351,"29.5cm, 37cm, 21cm"
93352,"165mm, 195mm"
93353,"6.3cm, 2.48inch, 5.9cm, 2.3inch, 6.1cm, 2.4inch"
93354,"8mm, 0.31in, 8mm, 31in, 50cm, 19.68in, 20mm"
93355,"8mm, 0.31in, 8mm, 31in, 50cm, 19.68in, 20mm"
93356,
93357,"2.75in, 60cm, 23.6in, 7cm, 2.75in, 40cm, 15.7in"
93358,
93359,
93360,"3.3 in, 5 cm, 3in, 7.6cm, 7.3 in, 18.5 cm, 2.6 in, 7 cm"
93361,
93362,2.8inch
93363,2.8inch
93364,2.8inch
93365,
93366,
93367,"20cm, 87in"
93368,"20cm, 87in"
93369,"70mm, 54mm, 52mm"
93370,
93371,"2.9inch, 1.9inch, 3.14inch"
93372,"2.9inch, 1.9inch, 3.14inch"
93373,"38cm, 58cm"
93374,2.48inch
93375,2.48inch
93376,"17.4 cm, 6.85 in"
93377,"284mm, 237mm, 315mm, 34mm, 35mm, 38mm"
93378,"67.8mm, 98mm"
93379,"5cm, 2inch, 12cm, 4.7inch, 6cm, 2.4inch"
93380,
93381,"26 cm, 50 cm, 26 cm, 26 cm"
93382,"26 cm, 50 cm, 26 cm, 26 cm"
93383,
93384,"10.4in, 8.3in"
93385,"6cm, 6cm, 14cm, 14cm, 20cm, 6cm, 14cm"
93386,"16.9in, 20.8in, 78inch, 8.26inch"
93387,
93388,"12.99 in, 33.0 cm"
93389,"98 cm, 44 cm, 45 cm, 44 cm, 56 cm"
93390,2.9 inch
93391,2.9 inch
93392,9.3 cm
93393,9.3 cm
93394,
93395,
93396,"24cm, 18cm, 65cm, 5cm, 5cm"
93397,"46inch, 41inch, 46inch, 12.6inch"
93398,"46inch, 41inch, 46inch, 12.6inch"
93399,"46inch, 41inch, 46inch, 12.6inch"
93400,"125 cm, 196 cm, 96 cm"
93401,
93402,
93403,
93404,"35mm, 45mm, 70mm"
93405,
93406,"14 inch, 7.3 inch, 8.5 inch"
93407,"14 inch, 7.3 inch, 8.5 inch"
93408,
93409,"18cm, 45cm, 34cm, 42cm, 28cm, 38cm, 24cm"
93410,"6.7cm, 6.7cm, 18.7cm, 23.2cm, 26cm"
93411,"6.7cm, 6.7cm, 18.7cm, 23.2cm, 26cm"
93412,
93413,"21.5cm, 14cm"
93414,"40mm, 40mm"
93415,"40mm, 40mm"
93416,"3.94 in, 1.1in, 2.8cm, 4.53 in, 11.5cm"
93417,114mm
93418,114mm
93419,"144 cm, 40 cm, 78 cm"
93420,87 lb
93421,"72cm, 82cm, 52cm, 25cm, 52cm, 52cm, 63cm"
93422,
93423,
93424,36 inch
93425,36 inch
93426,36 inch
93427,
93428,
93429,"3cm, 7cm"
93430,20cm
93431,20cm
93432,20cm
93433,
93434,"19cm, 40cm"
93435,"62mm, 213mm, 148mm"
93436,"10cm, 11.5cm, 12.7mm, 15cm"
93437,"30cm, 11.81in, 20cm, 7.87in, 12cm, 72in"
93438,
93439,2in
93440,2in
93441,2in
93442,70g
93443,"3.1 in, 8.0 cm, 4.3 in, 11.0 cm, 6.4 in, 16.5cm"
93444,"50cm, 240cm, 270cm"
93445,"50cm, 240cm, 270cm"
93446,4.3in
93447,4.3in
93448,"265mm, 10.4in, 89mm, 4.1in, 128mm, 5.04in, 8mm, 0.3in, 28mm"
93449,160cm
93450,160cm
93451,20cm
93452,"2.75 inch, 7 cm, 1.97 inch, 5 cm"
93453,"10.6cm, 14.5cm, 21cm"
93454,
93455,
93456,
93457,405g
93458,"43cm, 34cm"
93459,87in
93460,
93461,
93462,
93463,"7 cm, 0 cm"
93464,"7 cm, 0 cm"
93465,"7 cm, 0 cm"
93466,1200  mm
93467,1200  mm
93468,"25 cm, 40 cm"
93469,"15.74in, 2.36in, 15.74in, 13.19in, 1.97in, 2.75in, 0.99in, 1.97in, 1.97in, 6.3in, 2.36in, 1.97in, 1.97in, 1.97in, 1.77in, 1.77in, 1.77in"
93470,"18cm, 8cm, 14.5cm"
93471,"5.8ft, 5ft, 6.6ft, 6.6ft"
93472,
93473,
93474,3inch
93475,3inch
93476,3inch
93477,"8.9in, 22.5cm, 5.9in, 15cm, 5.4in, 13.8cm"
93478,
93479,"3cm, 9cm, 3.5cm"
93480,"4.5 inch, 02inch, 3.0 inch"
93481,"2.36in, 6cm, 4.6ft, 140cm, 157in, 4cm, 36in, 6cm, 0.4in, 4.6ft, 140cm"
93482,"25mm, 61mm, 36mm"
93483,"84 inch, 72 inch"
93484,"84 inch, 72 inch"
93485,"13cm, 5.12in"
93486,"13cm, 5.12in"
93487,330lbs
93488,"18cm, 7.09in"
93489,"18cm, 7.09in"
93490,"18cm, 7.09in"
93491,
93492,150cm
93493,150cm
93494,"245 cm, 60 cm"
93495,"245 cm, 60 cm"
93496,
93497,
93498,
93499,"135mm, 65mm"
93500,"135mm, 65mm"
93501,"10cm, 3.94in"
93502,"10cm, 3.94in"
93503,"25.5mm, 1inch, 18.5mm, 73inch, 13mm, 0.51in, 21mm, 15mm, 0.81in, 0.59in, 11mm, 0.43in, 12mm, 17mm, 0.47in, 0.67inch"
93504,"25.5mm, 1inch, 18.5mm, 73inch, 13mm, 0.51in, 21mm, 15mm, 0.81in, 0.59in, 11mm, 0.43in, 12mm, 17mm, 0.47in, 0.67inch"
93505,"1.77in, 6.5cm, 4.5cm"
93506,"61cm, 122cm"
93507,"25cm, 22cm, 19cm, 25cm, 22cm, 19cm"
93508,"16in, 8in, 29.3cm, 20.3cm"
93509,"48 cm, 74 cm, 18.89 in, 29.13 in, 25 cm, 9.8 in, 5 cm, 82 cm, 23.4 in, 32.3 in"
93510,"27cm, 148cm, 141cm, 175 cm, 27 cm"
93511,"27cm, 148cm, 141cm, 175 cm, 27 cm"
93512,8.07in
93513,8.07in
93514,"88 cm, 88 cm, 179 cm"
93515,"88 cm, 88 cm, 179 cm"
93516,"4.52in, 11.5cm"
93517,"4.52in, 11.5cm"
93518,"20cm, 6inch"
93519,"95cm, 48cm"
93520,"95cm, 48cm"
93521,"49cm, 15.5inch"
93522,"49cm, 15.5inch"
93523,"7.9 inch, 4.7 inch, 8.7 inch, 4.8 inch, 21.8 inch"
93524,"17.9in, 30 cm, 2in, 6cm, 2.4in, 2in, 3cm, 1.2in, 11.8in, 11.3cm"
93525,
93526,
93527,
93528,"2.75 in, 4.72 in"
93529,"2.75 in, 4.72 in"
93530,14.8cm
93531,
93532,"8cm, 3.15in"
93533,"8cm, 3.15in"
93534,"6in, 2.36in, 6cm, 8cm, 95cm, 3.74in, 3.54in, 4.33in"
93535,"6in, 2.36in, 6cm, 8cm, 95cm, 3.74in, 3.54in, 4.33in"
93536,
93537,"15cm, 25cm"
93538,"49.2in, 125cm, 2in, 31cm, 16.9in, 18.3in, 5cm, 43cm, 29.1in, 74cm, 4in, 29cm, 16.3in, 41.5cm, 5.9in, 14.9cm, 23.6in, 20.7cm"
93539,"7mm, 2.2mm, 0.3m, 30mm, 7mm, 40mm"
93540,"9.3cm, 60cm, 110cm"
93541,
93542,
93543,"4cm, 4cm, 24cm"
93544,"6.7 in, 17 cm"
93545,"5.2 inch, 2.8 inch, 7 inch"
93546,
93547,
93548,6.5 feet
93549,6.5 feet
93550,"250 cm, 220 cm"
93551,"6in, 0.7in, 4.13in, 0.9in, 4.6in, 1.18in"
93552,"6in, 0.7in, 4.13in, 0.9in, 4.6in, 1.18in"
93553,"110 cm, 110 cm"
93554,"110 cm, 110 cm"
93555,"2.9in, 10.3in"
93556,"2.9in, 10.3in"
93557,"18cm, 14cm"
93558,
93559,
93560,
93561,"7.28in, 5.9in, 6.54in"
93562,"7.28in, 5.9in, 6.54in"
93563,"31 cm, 12.2in"
93564,"7.1 in, 8.1 in"
93565,"7.1 in, 8.1 in"
93566,"7.1 in, 8.1 in"
93567,28 in
93568,
93569,
93570,"90 cm, 48 cm, 49 cm, 36 cm, 37 cm, 60 cm"
93571,"3.9 in, 10 cm"
93572,"3.9 in, 10 cm"
93573,10.9 inch
93574,"1.7cm, 2.54cm"
93575,"1.7cm, 2.54cm"
93576,"14.17in, 36cm, 4.33in, 11cm, 10.24in, 26cm"
93577,"14.17in, 36cm, 4.33in, 11cm, 10.24in, 26cm"
93578,46cm
93579,
93580,
93581,"9.5cm, 3.74in, 9.5cm, 3.74in"
93582,"9.5cm, 3.74in, 9.5cm, 3.74in"
93583,"3.5cm, 1.4inch, 11cm, 4.3inch, 3.5cm, 1.4inch, 4.5cm, 1.8inch"
93584,"3.5cm, 1.4inch, 11cm, 4.3inch, 3.5cm, 1.4inch, 4.5cm, 1.8inch"
93585,
93586,"43cm, 33cm, 40cm, 21cm, 49cm, 18cm, 53cm, 81cm"
93587,"4.5cm, 3.8cm, 2.8cm, 22cm"
93588,"6cm, 8cm"
93589,"6cm, 8cm"
93590,"125mm, 33inch"
93591,"125mm, 33inch"
93592,
93593,
93594,
93595,"3in, 6in"
93596,"3in, 6in"
93597,"3in, 6in"
93598,"22cm, 4.3cm, 150 cm, 4.5 cm, 45 cm, 45cm"
93599,
93600,"33.21cm, 4.72cm, 4.9ft"
93601,16 inch
93602,16 inch
93603,"4.3cm, 1.69inch"
93604,
93605,
93606,
93607,57.7g
93608,
93609,"3.75 cm, 12 cm"
93610,"3.75 cm, 12 cm"
93611,"35.43in, 33in, 23.62in, 13in, 77.16in, 40.35in"
93612,"5 cm, 2.16 inch, 14 cm, 5.51 inch, 14 cm, 5.51 inch"
93613,"5 cm, 2.16 inch, 14 cm, 5.51 inch, 14 cm, 5.51 inch"
93614,3.75in
93615,3.75in
93616,"2.38in, 9.05in, 16ft"
93617,"2.38in, 9.05in, 16ft"
93618,
